inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
1Q25rw8YgayTKtfJBc5gitTZ8P5R31Vx7i,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CEGse99RwKAJWSsVzSrUqYaqpKEZo61Vt,3.7249671,2.94752473,0.77739178,3.791556337269221 : 1,2016-01-08 16:55,5059,P2PKH,,,,,,,,,,,,
19GtnoMQjZKGiCZcMLUs82DVNtDuotTGW7,1MLvNub3Wb4RsRS2hUZxrF2FcdZYUAt8Rt,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.7877427,0.79784763,2.98985254,3.7473979085455196 : 1,2016-01-12 12:38,4253,P2PKH,,,,,,,,,,,,
1xAuX9u1rQjPvRQAySw1D9mGdcNz6ZfUv,1AAZNyrm8pBM2aUrtJjUMSK3qDQ3Ln2ejW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.78413777,2.99132549,0.79276994,3.7732579643471342 : 1,2016-01-12 12:38,4234,P2PKH,,,,,,,,,,,,
1JTw7WsQJfMQsF1Uz9jNCGVSBsMw7kvVae,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NDXjEvHSFgexnFvUJ3kFVmnrut3guREY6,3.78396628,2.986673,0.79725094,3.7462144604056538 : 1,2016-01-12 12:31,4234,P2PKH,,,,,,,,,,,,
158wKjLNd7YpAA72mU22MLdJUwoRaiqqu4,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,12QQWRXFVz9EN5kE4ta6QJKzX5qM3kCmiJ,3.9237312,3.91242415,0.01126463,347.31936601557265 : 1,2016-01-14 15:04,4242,P2PKH,,,,,,,,,,,,
1NA24gUA1cXckzyM83fDkfwZC1Vq1D8J34,1NaGy1xk9BYgvNiNieN8tYR1NX5nsNrc1h,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.92520684,0.83443181,3.09073242,3.7039963996578704 : 1,2016-01-14 15:25,4261,P2PKH,,,,,,,,,,,,
1PnjfWFdyiDRRk3VFn3HYa7PAC46xbZYzQ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1KW2YEjvaAJE2Y3FWdZeKMSJuzrhv34aZu,3.1336562,3.09080479,0.04280899,72.19989983412363 : 1,2016-01-14 13:42,4242,P2PKH,,,,,,,,,,,,
1KcXTQEcgSN5HbabYqbNV4TeLEwtNXfyio,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,17hRwFDYSVCtb9ohiieomepVdTyyJuhxia,4.04529929,3.21611481,0.82914184,3.8788475684691055 : 1,2016-01-15 15:26,4264,P2PKH,,,,,,,,,,,,
1GXd66dw8v54W1oH1J9VZPcGVbiVNxdgWc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JyoqwaMcyUc9Sbk4Fgxz5MpaXw1mfuCA9,3.92696061,3.14717944,0.77973853,4.036198442059802 : 1,2016-01-15 11:37,4264,P2PKH,,,,,,,,,,,,
1Nu7pKXWxw2NmK6vDUxYH4r6zdLeRMWMJF,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,17pGd8bRWEpguq6dpb36QWQcWQbVKi62xu,4.04265518,3.27110748,0.77150505,4.2399041717225305 : 1,2016-01-15 18:55,4265,P2PKH,,,,,,,,,,,,
1Nf3dNxVTpoQ3FKZLeYRxucnuAGFkqQCg4,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19nLpHYCL5J8AjHRNJHq6WjE7kVmiqdrbj,4.0539412,4.04265518,0.01124338,359.5587074349528 : 1,2016-01-15 15:19,4264,P2PKH,,,,,,,,,,,,
14Y5T97NEPVviqPKqRCXx6XGxbyrcThNhs,115r2SNoYeAnih92ot25Abo1gaPoTNHgxD,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.10417891,2.27953975,0.82459654,2.7644304085971547 : 1,2016-01-14 20:50,4262,P2PKH,,,,,,,,,,,,
1Bg4fyNScRhadgoPPtdswTJmYPwcGCAB3a,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,128rZPaAPNqNCFDKvRc4Y8GKZxL22nyNWL,4.03591367,3.21493984,0.82093138,3.9162101953028037 : 1,2016-01-15 16:52,4245,P2PKH,,,,,,,,,,,,
1NsLcexHpR3RNfZ7y58jfKap8WZzj4rcmr,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,17SXwLPaJapRxGfWZu3MgUbsvhrdPSkuFY,4.52166143,0.18557794,4.33603837,23.365052818239064 : 1,2016-01-17 19:52,4512,P2PKH,,,,,,,,,,,,
13e1hss2t33RdRfo5TrEimhxde8rPCp8eR,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1K1dxdtvT7TbpTQk4WvGr3JpaCzRPJ1Kan,3.5878068,3.48383436,0.10392733,33.52183068688477 : 1,2016-01-17 14:36,4511,P2PKH,,,,,,,,,,,,
11f6N2e1D3y9joWa1QHSsNiZgWRnNgGVW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1HsRGm9bT92ibYUbcA9E9YsMozzePooEie,3.59699703,0.19157088,3.40538131,17.77609055196698 : 1,2016-01-16 11:19,4484,P2PKH,,,,,,,,,,,,
16ukupFCwxz9DgSZLtckB9D48RUmBrAjX1,1C6McBRYpQhQJvqZzJuUaMQ3ite8huDBcS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.60121678,3.41026977,0.19090215,17.8639673256692 : 1,2016-01-16 14:11,4486,P2PKH,,,,,,,,,,,,
1Kkz3AHmdfDusFXCw8aR5Ug4wsEuwpbtho,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14vR5xcSzh3yeLNG87tueSPch2Po3Amumr,4.46126309,3.54027089,0.92094702,3.844163467731293 : 1,2016-01-18 16:55,4518,P2PKH,,,,,,,,,,,,
1HseeFW9KVYRz91bku9VDfoFRYW8hA5Ucp,12TKEijqHc969hUKMEYDbMb3F9Zagm8R8d,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.47189567,0.0105874,4.46126309,421.3747558418497 : 1,2016-01-18 16:09,4518,P2PKH,,,,,,,,,,,,
1CdRhXfzdPN3sNYEGVzbPcTAWuJcwf9qh6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1E8y3gKfN6fT7hFXDHRi25ow42NSfVYaLj,4.50859904,4.4861917,0.02236207,200.61611916964753 : 1,2016-01-20 17:56,4527,P2PKH,,,,,,,,,,,,
1HtzXXrmPNBMSGuqncTUkCo3bF6TnNLQ74,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1rfvVdUzgwEJRk3owPfXH7yHAAiVNskJ5,4.48233842,3.53789869,0.94439446,3.74620864463775 : 1,2016-01-20 19:40,4527,P2PKH,,,,,,,,,,,,
1SpYK12TeMzjTnVeMuHJgAk2orcaXenWE,19P7AYuvGfgHQ1LLKdLAmPhfxNzbfxayc7,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.92253199,2.41388789,4.50859904,1.8677748285981917 : 1,2016-01-20 17:04,4506,P2PKH,,,,,,,,,,,,
16qoCe15bg5tjFXbUN5YXmSMddEGwkhQ1g,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18kDzUVr1D5N3wJpNtuECsc4Q88RythfZ6,0.18771789,0.1601623,0.027505,5.823024904562807 : 1,2016-01-21 9:16,5059,P2PKH,,,,,,,,,,,,
1HHxGuHycRzg91adNWPJrPEaxPRYdAKv31,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Hqh1Eis69G9JqVJEo6TnDcEXnG3cAL7Lg,0.18771789,0.16831374,0.01935354,8.69679345484082 : 1,2016-01-21 11:53,5061,P2PKH,,,,,,,,,,,,
1GZ28mR8ULzpGK5AhnfBWUFWhQyqfF5e7R,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19tCGwnNEXhAjEmF2W91L1Vmrbsv56FxWQ,0.18772796,0.16824092,0.01943643,8.655957909965975 : 1,2016-01-21 11:53,5061,P2PKH,,,,,,,,,,,,
1HNf2AT2Mngu4U754x6NKKtJui8vJr9Ctb,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NL8PmzQdqngo8yHqkEporSKcfuLWTDMPY,3.23265496,3.21353102,0.01907329,168.48330938186334 : 1,2016-01-21 16:35,5065,P2PKH,,,,,,,,,,,,
1bm4bjGZqQcyVF7W8zAyHGMp6JobYWWfp,1NbC3qGYAtsUBP492ZD28tY13J4jeAayLk,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.22838555,0.01691503,3.21142009,189.85600912324716 : 1,2016-01-21 18:34,5043,P2PKH,,,,,,,,,,,,
1HxuGVmRk9L7QQaXDZHdSHrdEsKLrhv6oj,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14bjR6qby9BL3YY7f9pyurrGpCZQ8MeSNv,4.07640482,3.23225917,0.84409523,3.829258897719396 : 1,2016-01-21 16:35,5042,P2PKH,,,,,,,,,,,,
1FhmFshBke972zrVjY1DeDvdka4Xf3efNj,1ZSSe73taeDccFim5nMkC5dpqFvijo5a1,1AEywqo9uXYP9NePWK5ohrAcAsdErLW59U,4.11954511,0.82893837,3.29055117,3.969596883300263 : 1,2016-01-22 12:15,5557,P2PKH,,,,,,,,,,,,
1PEj9njLJG4pigkX8rLggdmFLmuq2qBp1F,1PjX8gGBfLJpNLUkLThajopHV1XvuzacZq,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.28123878,0.85121246,3.4299709,4.029512091493586 : 1,2016-01-23 13:29,5542,P2PKH,,,,,,,,,,,,
171jnu59exVeT7s4xDTnw84Ychxx8VfAvM,31orR5Fa1KkoYEWBNXUNL7TRtq6t6zq5KH,114qfyV5oYEfkEvAV8dUQQdMVFmgEf3u4J,4.11944349,0.94735814,3.17203028,3.3482905208372413 : 1,2016-01-22 12:15,5507,P2PKH,,,,,,,,,,,,
1Bd8ZBEZz4DdNY5CqrXUaxqZCUTkMF4MF6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JU5CLZvBgcTcshtDCMLhnfLS2sf62Tgfe,3.46317723,0.1774263,3.28569511,18.518647517307183 : 1,2016-01-25 12:37,5582,P2PKH,,,,,,,,,,,,
1BLGAQTS9c61XzCnyo1hyVM9oqvV4UbcQM,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1L422pYnTphANBvrk7JrYr3dSFUSkwYaeB,4.28475394,3.43425434,0.85044394,4.03819014807725 : 1,2016-01-23 13:29,5566,P2PKH,,,,,,,,,,,,
12A3jAf5hbjBsht5TNH2Q6niS6Q4vaqVcd,1LF49AncKCKyto7C3C2sbJUsQqDGnxSkn5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.21854579,3.07033111,0.14815912,20.723200232290797 : 1,2016-01-22 11:45,5556,P2PKH,,,,,,,,,,,,
1fpZ85XZGVppLMfRCsXg69gBdUVUXtS4v,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,129mmnACnpjCNFPb12JRTudNts1yq5URTW,4.23907194,0.70968723,3.52932913,4.9730768440063375 : 1,2016-01-25 13:57,5558,P2PKH,,,,,,,,,,,,
1Kks7sbj4CxV7fcwAFJQBqx4Hi3X6X18kM,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,145r5R8wprRE3eTjsRoFV9KjX4GWfJkrWZ,4.24672583,4.2194709,0.02719909,155.13279672224328 : 1,2016-01-25 16:42,5584,P2PKH,,,,,,,,,,,,
1Ben5jyQtT6SyLbLiaveLxBKNBjbJqERzC,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CaPcEf4yNtdPsDeqyHGxNLXKUmHC6Fq4A,4.25397391,0.15489467,4.09902336,26.463295089495332 : 1,2016-01-26 13:47,5588,P2PKH,,,,,,,,,,,,
1DG48566XmhigfXcwZDYSjDK1Muc5naVEQ,18B4sJjB5prCgLhwRTCNSLsZhwjcY4NPKa,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.23455726,4.05707514,0.1774263,22.8662556791186 : 1,2016-01-25 12:37,5582,P2PKH,,,,,,,,,,,,
16midvParQFsQBZaywzgudXkKrLSwvXu1V,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1AyBVuQUfjRbVETaQ5Qu5NknXLQtUt46Px,6.62881094,0.02570232,6.60305267,256.90492803762464 : 1,2016-01-27 11:14,5595,P2PKH,,,,,,,,,,,,
1NB6FLipEe9rcVTFtXMcicgGXAxzKaTDiy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NUNZ4xj29mWgoqYQmcHyzzeY3B7v9ySmZ,6.63737087,0.17991621,6.45739896,35.8911459951274 : 1,2016-01-27 11:14,5570,P2PKH,,,,,,,,,,,,
18Keso6ZL7tc1jXN6YHhw9sx2WxsE4daSg,18yX4yYQ4zbhHznjTxc3U3v5GLvaYcBDmi,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.63565711,0.01293979,6.62266144,511.8059443004871 : 1,2016-01-26 16:48,5588,P2PKH,,,,,,,,,,,,
1CfCziKaggq2rGQVGZ3G9xuaVTRmif8cth,1BmUy1pjNZpdJqia1NmkFFWh9eHfRSGfCE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.63754229,0.01499555,6.62249079,441.63040301956244 : 1,2016-01-27 11:14,5595,P2PKH,,,,,,,,,,,,
1HRQw9QStTYfKgeqedqqYLZxTy5KYYVxmA,18WhdPwb5AubAKsdhhnt1hhBL4Q7mBAajs,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.39870745,3.21772627,0.1809253,17.784833132790162 : 1,2016-01-26 15:34,5588,P2PKH,,,,,,,,,,,,
12hZfPCpBG74g6WLSvaDkugGFfuukEj42k,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1MCNkg5wpDXVBfRvrrBCGo6uDEv6xcmLCw,6.65214578,6.63668526,0.01540464,430.8237816657838 : 1,2016-01-26 16:48,5588,P2PKH,,,,,,,,,,,,
1ANQinWqKaW3HTNDno8SZuhTSZgFjNSULD,16ssUe3VB43z7vevk2u9CyFLAYU6X8D1oJ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.63668526,0.01123618,6.62539314,589.6481847033422 : 1,2016-01-27 10:29,5594,P2PKH,,,,,,,,,,,,
199hHxqzGFZyoY8CWGp2dT5PJ4xrAam1mQ,1C3NF4vjm5d2uhDacoRXDiMkbmJ9TvVZx5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.62266144,3.22905333,3.3935522,1.0509433735490519 : 1,2016-01-26 21:35,5591,P2PKH,,,,,,,,,,,,
1ESfmfeVvL9UfMm9XRXLZ5WvseRHMFFM37,14hB9PTtzee6XC8kXFeccqbcLpMC9ADWdJ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.2688719,0.89227818,3.376538,3.7841763652676117 : 1,2016-01-27 18:55,5572,P2PKH,,,,,,,,,,,,
1DvFrGUt7rWmKicQFLkjC9bhVMcq95viSD,1AcBfapU6KHFGwZpCYLhdjczchv7oYUTYV,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.2601597,0.88848176,3.37162197,3.794812816416175 : 1,2016-01-27 18:55,5597,P2PKH,,,,,,,,,,,,
1Jd8XdqdnjyLDLR2yLyUAzmfzugWjfHu9x,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Ba3NGUpcQrgSvBpjhBeTom1zzhSRRd6Mi,4.28783444,3.37999642,0.90778205,3.723356746258642 : 1,2016-01-27 18:55,5597,P2PKH,,,,,,,,,,,,
1AC9aw8UJEX8bJBLkBqQxFq2on5UZ6cjAN,17j5ZWbtT2wxdKFyi8XMk5KM4GjNEoLrCA,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.43460711,4.248786,0.18576509,22.871821610831184 : 1,2016-01-28 17:18,5602,P2PKH,,,,,,,,,,,,
18k5ad4uVKhHmu9YPMFQZM4ZLkNLoS7ntE,1HQk4NLjK5UiQGejbLS2WnYoBLEUq4E9BE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.58044874,4.39221085,0.1881771,23.34083610598739 : 1,2016-01-29 17:01,6079,P2PKH,,,,,,,,,,,,
1E9paWEGwFbumKDwPnkC9Sy5kfhVfqQg3t,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19Fg4zQ6BR7ZHUyNuk8HYz1fLCPG75eA1Z,4.53541554,0.19092298,4.34443205,22.75489336066303 : 1,2016-01-29 14:54,6051,P2PKH,,,,,,,,,,,,
1JJjaPnhqfqaw7vGaXaxrEsgASSSXR1C69,174or9SWyvwed2EXyGQaB2EKSBNM3wssJr,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.47849174,0.0363923,4.44203862,122.05984837451878 : 1,2016-01-30 17:20,6082,P2PKH,,,,,,,,,,,,
1QFukYVntKukqCaaACMJVtPGP9zUqfywWE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,13NvwXd2bpv4zaDBWbUQYw14dDcPi1vCxL,4.54764304,0.18772796,4.35985429,23.224320394255603 : 1,2016-01-29 17:01,6079,P2PKH,,,,,,,,,,,,
1G33nvMcWfGUR5GHbtQuhx6CULQhUQikcU,1PUK4DoCaqbJs6aEvsr94VfRsHu8nACLCK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.53051781,3.4233966,0.10706065,31.97623589993149 : 1,2016-01-31 15:26,6056,P2PKH,,,,,,,,,,,,
1A1rFvJtk9Eu2DDWgGX46EfWVgjNc27feR,12PAxeSSDKe1MjQusDdLBEFFkE9jpSQzm3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.51615869,4.32648357,0.18961454,22.817256366521256 : 1,2016-02-01 15:45,6058,P2PKH,,,,,,,,,,,,
1PB6RMf3kT1iChVdDESjk11XqZVsHihmw1,15E8XFUueeDXxECHwdmcNymvgr12ajKdtX,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.517747,0.94115595,3.5765302,3.800146192562455 : 1,2016-02-01 15:45,6085,P2PKH,,,,,,,,,,,,
13HFvckvLK5czWcwBzdp6KUrw17uEfi3AE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1AF1E674p4fdQTq8D8mUgaVoR3igS5aDtb,4.53418409,4.52007037,0.01405314,321.64131076755797 : 1,2016-02-01 15:08,6058,P2PKH,,,,,,,,,,,,
132oapjvp4CsUMTw922K46eLW1DhB8Bhm9,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1K7n3kxmQX5aWZQZkEN7Dn9EZoZ8ghQDgB,4.52007037,0.18961454,4.33039525,22.83788600810887 : 1,2016-02-01 15:45,6058,P2PKH,,,,,,,,,,,,
16Va8raomQ6EgwoF7Kz5MQaBLnGYhKzeBc,15TqJMPV8kZZs8qn1NwvPGQ9BQKtBQBeyu,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.517747,4.32807188,0.18961454,22.825632886591926 : 1,2016-02-01 15:45,6058,P2PKH,,,,,,,,,,,,
1BnxmbaBKRGVqgZJpHhH7Fp8eUYHjjqnJ1,14dw7mdy6BJbYoanmvZXTzYxdivtgETuan,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.53418409,4.34456545,0.18955806,22.91944457545092 : 1,2016-02-01 15:45,6058,P2PKH,,,,,,,,,,,,
11uU7p3QAqu5t2BReUMyQcS2a8iFKu39J,1Hrj3FBWbmU7EWhnAjRtSvW94ts2BEjsig,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52055981,0.94967712,3.57082184,3.760037769468427 : 1,2016-02-01 14:42,6085,P2PKH,,,,,,,,,,,,
1Fb94LFwQCwiGgEGfS2AZmDNEbW3wr41jB,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19hZz6HBF5suP1GKmRqM67pSYtQSEsRXh8,7.89898826,4.53418409,3.36474359,1.3475570927530915 : 1,2016-02-01 15:08,6058,P2PKH,,,,,,,,,,,,
158kYKvFh6FQuao2ndY2UaExBKK3e9WE2k,1BexSRSxfKDcp8KMMN73eXBeMRRwaHUSWe,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.51823593,0.94600038,3.57217471,3.7760816861405493 : 1,2016-02-02 17:25,6084,P2PKH,,,,,,,,,,,,
1B7yXD8waM7WAiDERgpoXRy378P8UQiMUK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Ns4LGz8nQxZczVztpF6UhrtEABpUCoJjF,4.51823593,3.57837237,0.93980272,3.8075782223741594 : 1,2016-02-02 17:21,6084,P2PKH,,,,,,,,,,,,
1HicD7VT5XKFAmM7ro2mfiwJbyTETvUydW,1NXBVwsiNYLJJTnL6bTTzqXGCx5MDt5E3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.51823593,0.94600065,3.57217471,3.7760806084012732 : 1,2016-02-02 17:25,6057,P2PKH,,,,,,,,,,,,
16wjAt9aKHX3VZWyw1c2STva51ygZ7vokR,1HmmXVUDtdGr9PgXt1ozBx7fyZtFEDmnoq,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52398884,4.3327603,0.19116804,22.66466873856111 : 1,2016-02-04 12:26,6050,P2PKH,,,,,,,,,,,,
14Ezan6DNqfNbPRgjbkMkrXQd64j9ZfpUL,143YBbPgAiYakRGTa9y9LizUfZd7eqsu2s,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52447912,4.33333929,0.19107933,22.67822108231173 : 1,2016-02-04 12:26,6050,P2PKH,,,,,,,,,,,,
1DBeEDH8H3y1AdSBud5Y8hYAHv7sArjw4G,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Mu6CcDn549jb1K4nvUqXZ41jH9WkuTmHi,4.51628083,0.19040366,4.32581007,22.719153980548484 : 1,2016-02-03 12:23,6710,P2PKH,,,,,,,,,,,,
17eqj99YS9QnadDUShnubLveP4gDgZPVty,1K3fCCw4CkmWttecfqgEcUsVmAVpTfGVN6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52595062,1.14531264,3.38057118,2.9516579682557245 : 1,2016-02-03 12:02,6680,P2PKH,,,,,,,,,,,,
19oQZeYYKMsreAzmMqEQGpn4aq7AteUrHr,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1J4YDCtz3v8cswhM73fxpreHexeUYzJgEW,4.52975642,3.58537049,0.94431911,3.796778495777767 : 1,2016-02-03 14:54,6682,P2PKH,,,,,,,,,,,,
1JrTPQrcjBUqmuR4N2gwvSzR9MpfpcwRWd,1KT9uTSe7dgHcHiJ3bwYqRpaFjiVfcGdJH,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.53344554,0.95849488,3.57488354,3.729684544585152 : 1,2016-02-03 14:59,6712,P2PKH,,,,,,,,,,,,
13F4eCiedTCXzvkY7ZdwmVZRL7nKRdipSe,1JvNL9mJDg4PbX5hebgG5gXvLANYsYLe3B,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.57372211,3.38249741,0.1911576,17.694809989244476 : 1,2016-02-03 12:23,6710,P2PKH,,,,,,,,,,,,
131aDuuxf65bnUfS7b5CZENb7Lw64FCiTx,18d14zryr7FBoABqYwHt2UtNkxit361rLH,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52828244,0.95071609,3.57749953,3.762952544539348 : 1,2016-02-03 14:54,6682,P2PKH,,,,,,,,,,,,
1DeNU2zAqzBVvi9nwiWoEFreyruM4fMiS8,1Jq3JHFFsLaHxbZeSF89bZTuhNJ7H2HwG4,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.52227368,0.93400964,3.58819692,3.841712939922119 : 1,2016-02-03 14:36,6712,P2PKH,,,,,,,,,,,,
1D3GJ2VGt9LW8HvZGAvnMGpPdUM8uPKNKW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NwxMtZNFp49CCT8YTCNpwevu8gFrGNeWh,7.95840829,0.1823249,7.77602258,42.64926282696439 : 1,2016-02-05 11:57,6081,P2PKH,,,,,,,,,,,,
12tT26LMSz9AqUkeVqrE1v3D2kRBVpcbLY,18XmGSRwUUw8intos8uCj1uhEE491kw1BC,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.95819138,3.60354505,4.35458552,1.2084171169165763 : 1,2016-02-05 11:57,6081,P2PKH,,,,,,,,,,,,
1GiNm4t6Gw4LYAao1xnviLNY3ASEUGwR3F,1Ebpv3GiQckV6xbokm8gc5cpLADtS7Sj83,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.95819138,7.77579142,0.18233915,42.644661993872404 : 1,2016-02-05 11:57,6081,P2PKH,,,,,,,,,,,,
1D5Aq68BocRaJ9gQbEj7hJ9GmDtgJKAKNR,1EKJuFMxVxq2WDRirFC2fARwjSo9Sruwep,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.97835886,2.62371253,4.35458552,1.65970374810841 : 1,2016-02-05 11:57,6081,P2PKH,,,,,,,,,,,,
1EegTwzzsgWzG9HMPDUjzSw5zF5L2FWyqS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JjEaQkoftsQjQnihF9dercx3qKL2MvvCz,4.5528504,3.58060491,0.97218471,3.6830500142303206 : 1,2016-02-04 20:30,6078,P2PKH,,,,,,,,,,,,
1MZbkuFj8zjJGnY6pwQW6rNnH7RSQAiJb1,1BxWHbcfN6CSZYMiYNYzA1bnWJ2dPZbMAb,1JQZDJkmjdwHMJx8jNZ34JH6C6pwSXpKWJ,4.36300457,1.03960396,3.3233449,3.196741285979711 : 1,2016-02-06 2:16,5571,P2PKH,,,,,,,,,,,,
1NnNf9CKn6GLPZJn9oBVat2qdN4depT86W,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Jf257fztrKbZs2P9wVZ4gH9GLpQEkxnr6,4.36368863,3.44852,0.91510782,3.7684302599446693 : 1,2016-02-05 13:17,6081,P2PKH,,,,,,,,,,,,
19X75FooJGth32xiNZW7CrGM9U2mXh6pxH,1QCbqB1iDaG1SW59fq4UvwzoBN2CmHdWUk,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.61134426,3.24827887,4.36300457,1.3431742607739834 : 1,2016-02-05 16:26,6082,P2PKH,,,,,,,,,,,,
1CsSy4bK2cGP74uNB2Cozcp4BZ8JGmR7qk,13vscReF6VDwpF41ubhqh94gVy6Tu4zmZj,19eejbUuCVeFbEuWawpACqaheTz2ZLEZby,7.62964124,6.93651622,0.69306931,10.008401930248505 : 1,2016-02-06 2:16,5571,P2PKH,,,,,,,,,,,,
