inputAddr,TxTime,Fee,Address Type,
1EoVTXV1pNTBUbyz4Zf1PvdVYuZPoiEAZ5,2017-08-17 14:45:51,56500,P2PKH,363.79319736,363.79319736,0.0,30
1Bn192nqJUBjo4KE5jkdDBARsNnJcqpsKL,2017-08-17 15:13:22,56500,P2PKH,361.99583236,361.99583236,0.0,31
19xBAUov3aH5eZqQBM7eUUiir83U3JJLRa,2017-08-17 15:35:46,56500,P2PKH,359.96656736,359.96656736,0.0,32
179ckuEKVuuym9MFZvtgR5Mvc2rWRqyquJ,2017-08-17 15:46:22,56000,P2PKH,359.90743336,359.90743336,0.0,33
1LEKoSYVfeiCZPXWMKFvifbyP5YaaRriRs,2017-08-17 16:02:19,56500,P2PKH,358.90687336,358.90687336,0.0,34
1Ns5spAibRuAdxT9ZET9UtCYkRMnBSHYCG,2017-08-17 16:24:29,56500,P2PKH,357.90380836,357.90380836,0.0,35
1LkNMUEi9kW7aobGvcLoCho9XWZqAS58eb,2017-08-17 16:49:11,56000,P2PKH,357.47004336,357.47004336,0.0,36
1NSuM4LhE34p4xtwmqXt6TzAfMiHHFLgVq,2017-08-17 16:49:11,56500,P2PKH,357.41238336,357.41238336,0.0,37
1EsX7HxekyPk5C7aJUZ3NxxjQwyRiaLBEE,2017-08-17 17:01:39,56500,P2PKH,353.36538246,353.36538246,0.0,38
142yVWAQnT298DCLGdNkcA1e7AZq9oChiN,2017-08-17 17:10:50,56500,P2PKH,353.34314604,353.34314604,0.0,39
1ECMkcyEA7XccyAvSDZpAkmqpK6PmJkwG2,2017-08-17 17:22:18,56500,P2PKH,353.34106264,353.34106264,0.0,40
14e3V1qWGHrwx5rSuepWdpmcuM9NubWV1u,2017-08-17 17:33:11,56000,P2PKH,352.63049764,352.63049764,0.0,41
1DewuaqEhwBfmxSts84kdJTqcfr7F1t2ok,2017-08-17 17:45:03,56500,P2PKH,352.46993764,352.46993764,0.0,42
19GmpC91x8Y4xK33ikpHtCPruvrMA9sCLm,2017-08-17 17:45:03,56500,P2PKH,349.26547636,349.26547636,0.0,43
18NTg9SY9Wux16416XVtkcxvxkkMVuok2u,2017-08-17 17:53:37,56500,P2PKH,348.68519449,348.68519449,0.0,44
18198JLe4aFsWMSDrTsbgz69LMoRUQJkqF,2017-08-17 18:31:05,56500,P2PKH,325.68462949,325.68462949,0.0,45
12qoK9wGQGiTKdw6pfq1RocQpvyLZdxSPr,2017-08-17 18:31:05,56500,P2PKH,323.38562076,323.38562076,0.0,46
194jBuiQ6rz91LQxkCD7g9Q4GWzr3srs8j,2017-08-17 18:42:28,56500,P2PKH,322.88505576,322.88505576,0.0,47
15ZRbnDa32vANcih9N3976SkuPD26DaCz5,2017-08-17 18:53:14,56500,P2PKH,322.86189834,322.86189834,0.0,48
1AZ9JM9HnasjjhHTjpbDEk7fsmD1F9DCUw,2017-08-17 19:06:13,56500,P2PKH,322.46183334,322.46183334,0.0,49
1CqPGkK4xHx4MaTpuSXTW3mPUezsnqz98h,2017-08-17 19:25:08,56500,P2PKH,309.90097539,309.90097539,0.0,50
1MqW7MZXHzUGvuymP5GaSnVD4tP9xbaTkS,2017-08-17 19:25:08,56500,P2PKH,308.17332968,308.17332968,0.0,51
1KjCRgoAALM2uUgtjSsW79QZhLue5CpEHc,2017-08-17 19:39:21,56500,P2PKH,308.14351083,308.14351083,0.0,52
1AxDqcDx6aqiYhvx8Jg1cAzgJVvnsW82e9,2017-08-17 20:19:18,56000,P2PKH,308.12094583,308.12094583,0.0,53
16LVc48wc1aYfHq99KjBKmPqWiGLiYV9c5,2017-08-17 20:19:18,56500,P2PKH,308.11212368,308.11212368,0.0,54
1CgQEu326RNsE8nrXUSbsHbXABVqTQyRhV,2017-08-17 20:47:11,56500,P2PKH,308.08927584,308.08927584,0.0,55
1MRiDappCCGx4wZnU5PKyc7ynv4YttPnAL,2017-08-17 21:04:14,56500,P2PKH,308.05031084,308.05031084,0.0,56
15k2XeXjHswE5UCmJMUxMQdWsR36RdxSFH,2017-08-17 21:33:35,56500,P2PKH,307.86302709,307.86302709,0.0,57
19oPNg8owsufv6eq4yUVZCYkunPxWJk955,2017-08-17 21:33:35,56500,P2PKH,307.82446209,307.82446209,0.0,58
1E4w2Hky2BfcCsr5m4WfoV3EaDbakQMYaf,2017-08-17 21:50:15,56500,P2PKH,307.82269709,307.82269709,0.0,59
1CkQV55vm46pRdnmFBsbQJqR4W8cXeCVZo,2017-08-17 22:13:46,56500,P2PKH,306.28899145,306.28899145,0.0,60
1NvF5jY9xLFPeuoz1UgkgE9khsWuRseaWq,2017-08-17 22:29:27,56500,P2PKH,306.18842645,306.18842645,0.0,61
12KwtUMotPeXe6DNnXfNyPdSoQhQzJKv68,2017-08-17 22:50:42,56500,P2PKH,305.19326515,305.19326515,0.0,62
1PZ2dMySy9cQq2sjq6JsV2xzmRh3o5Yp6B,2017-08-17 22:50:42,56500,P2PKH,255.19270015,255.19270015,0.0,63
1Kw4AKucz396rKyHSSa5jLWkG61aVxADoU,2017-08-17 23:11:56,56500,P2PKH,255.04889779,255.04889779,0.0,64
17YHpmMbdA23EyLKzr2HwS8Y1n37BYaTgd,2017-08-17 23:27:21,56500,P2PKH,255.01402177,255.01402177,0.0,65
1GGGJt4zrgaR6xGqUdQyQRF4oKRZxXDENG,2017-08-17 23:53:44,56500,P2PKH,254.68078222,254.68078222,0.0,66
1MWdnEAaSPC85QbqirQmqFTF4G67J3S4Df,2017-08-17 23:53:44,56500,P2PKH,229.68021722,229.68021722,0.0,67
1AeRm3QHJTfxxNi7AFtyJ93MM6eYG4qTp3,2017-08-18 00:40:02,56500,P2PKH,226.91214367,226.91214367,0.0,68
1DjJzFo5JUPPDFqpxTSLzU6n1WE5RHEV5p,2017-08-18 00:48:28,56500,P2PKH,226.89157867,226.89157867,0.0,69
1LJq4GP5yJfwf8TrWnNJDBZZB5yECpxBae,2017-08-18 00:59:35,56500,P2PKH,224.67261367,224.67261367,0.0,70
1MjTbfdnNjFt9sJPqjsJ9qXhs6Hyq3g6RN,2017-08-18 01:07:50,56500,P2PKH,223.14344867,223.14344867,0.0,71
1B1j1SnH3DnqWDRtBEBae4jtqGMQLKrcSo,2017-08-18 01:14:29,56500,P2PKH,222.14288367,222.14288367,0.0,72
1C2wCPuhvMp3M65bhQwanGiisaaZFrK1Dr,2017-08-18 01:53:54,56500,P2PKH,222.02995937,222.02995937,0.0,73
1DHFf7CAjyXcXkuM6845whpbeKgTgrrzDU,2017-08-18 01:53:54,56500,P2PKH,220.53249437,220.53249437,0.0,74
1NRCttsuyWuZtv4HwoyHcRfyx9u6poGudm,2017-08-18 01:53:54,56500,P2PKH,220.35212937,220.35212937,0.0,75
1HuAmt2u7iWSeiCfyHrjvbeAMomDAg3WJ7,2017-08-18 02:03:22,56000,P2PKH,218.85316437,218.85316437,0.0,76
14oKxtNg5kwzYkNtd8VoaRDd6x3Ffpg2Bb,2017-08-18 02:28:06,56500,P2PKH,217.83510437,217.83510437,0.0,77
1PhQh7rjJ9ZpVPmZmCsEMj3zqKXJqrzEyo,2017-08-18 02:36:09,56500,P2PKH,196.83453937,196.83453937,0.0,78
1Cn9iJnXSLEpRy2w2K7xpzsn1MvFEWMteF,2017-08-18 04:16:29,56500,P2PKH,196.80381689,196.80381689,0.0,79
1BC1wXf8neML2krWUAQmp6tfdPw4S8TVua,2017-08-18 04:50:35,56500,P2PKH,196.43771271,196.43771271,0.0,80
1FtXqTFuGpVvh9vd6zUwXh2EBMEfkA7m5B,2017-08-18 05:18:56,56500,P2PKH,196.07023384,196.07023384,0.0,81
1FudPnVSryYZMpFEVKG9GogcxVwjj9AJSS,2017-08-18 05:58:51,56500,P2PKH,190.98806242,190.98806242,0.0,82
18jULUAXvZYSc9P8RzU1tpi63wLLRrECkA,2017-08-18 06:39:55,56500,P2PKH,190.68748237,190.68748237,0.0,83
1ArhZcDw1hGAcHVHLutQuYtgH2n34P3Rzu,2017-08-18 06:55:30,56500,P2PKH,188.67011737,188.67011737,0.0,84
1HHpg8VXzDpqHhtxZupgkeCK79GXSmWWDt,2017-08-18 07:15:32,56500,P2PKH,188.28679087,188.28679087,0.0,85
1PJKxvy92ZUihqTbt7LGgfQo6iDS61i2vW,2017-08-18 07:34:16,56500,P2PKH,188.18622587,188.18622587,0.0,86
144wY2ELpyJ8M5DEEEsu63BPPmCC5sa4Gm,2017-08-18 07:39:52,56500,P2PKH,187.87396087,187.87396087,0.0,87
1LSxAQzrcQx6kcGiQeYJHsW1Z2544pKALc,2017-08-18 07:49:51,56500,P2PKH,187.64166334,187.64166334,0.0,88
1KMy4CXBZPJww51Pd6YiXHjgnmETgZLz8f,2017-08-18 08:04:13,56500,P2PKH,187.57109834,187.57109834,0.0,89
19gcSeXMqrZaBQCj9QggfQmo9eedVcWrQJ,2017-08-18 08:27:31,56500,P2PKH,187.33778894,187.33778894,0.0,90
1EM1d7wFj3ywttLngUZ35YuJkZev5bZJpe,2017-08-18 08:48:00,56500,P2PKH,187.33585356,187.33585356,0.0,91
1KhLBCqsidB3BZRGVY1vFYqMja8E8YjiQu,2017-08-18 09:01:50,56500,P2PKH,186.95548856,186.95548856,0.0,92
1BT5q9dG9P8gLfGjaDmj6pGPqbm2r5t6Gw,2017-08-18 09:08:23,56500,P2PKH,186.95342356,186.95342356,0.0,93
1My7Raci25eNY2EniLjSHLeqbaUzf3RvtB,2017-08-18 09:32:06,56500,P2PKH,176.95335856,176.95335856,0.0,94
1NukcbxNF71r5PR5wMkzfoHmEddfcXPjZq,2017-08-18 09:43:27,56500,P2PKH,175.47082061,175.47082061,0.0,95
1NFaQ9y6STr66zKCAKH1yeejAZsARK2tig,2017-08-18 09:47:55,56500,P2PKH,173.21065561,173.21065561,0.0,96
1MPEYgYmPGs6Xt4mHmLYiQtU7xsSHk5WbJ,2017-08-18 10:09:52,56500,P2PKH,169.41009061,169.41009061,0.0,97
1MMdJLfjmDqSj9AnehYuVSvfCtfypuYwgD,2017-08-18 10:18:34,56500,P2PKH,169.4074802,169.4074802,0.0,98
1JrjQv48raP8VFmjU7QQsBzcbyXKmYQqY5,2017-08-18 11:16:58,56000,P2PKH,149.4074152,149.4074152,0.0,99
1MWZUEXPqdkEzGw7JLEY7KmkffYbA7Ywik,2017-08-18 11:16:58,56500,P2PKH,142.10195315,142.10195315,0.0,100
1C3avwG8kuNbwnBw2U8btByRy8bu6eoL9V,2017-08-18 11:16:58,56000,P2PKH,140.60668815,140.60668815,0.0,101
1C3D5MNWbzwQQDkFbvUdZsy7TixkwsUC7N,2017-08-18 11:16:58,56500,P2PKH,140.59944617,140.59944617,0.0,102
1PGUfQ6SLEATohXCDe96VPgvLB3Mb7zT9D,2017-08-18 11:26:01,56500,P2PKH,138.23294124,138.23294124,0.0,103
13yg9D3rVFgppimccZVrTAc2TfivXJ7viQ,2017-08-18 11:51:57,56500,P2PKH,137.21241309,137.21241309,0.0,104
1CBn1KfnRP8bTYNXR27Nivhzo5bFh2QGXN,2017-08-18 11:51:57,56500,P2PKH,137.20284809,137.20284809,0.0,105
1M1UQdhqjX8wcv2F8QjWvuQ4tcmTEMNBzb,2017-08-18 12:19:28,56500,P2PKH,136.40228309,136.40228309,0.0,106
1Hf1LWPgWRddMHnd7QGX2JCyhAnjckNh6x,2017-08-18 12:19:28,56500,P2PKH,134.8047623,134.8047623,0.0,107
16jFXQEtLoMXBJ8QsG6QF6Jibxz5YgFsBW,2017-08-18 12:29:02,56500,P2PKH,133.8041973,133.8041973,0.0,108
16Nq3Thv49uSbk5jbPSkW1QPXfJxWUtoTv,2017-08-18 13:04:23,56500,P2PKH,132.98595362,132.98595362,0.0,109
1JTLF7BZ1i6J8akKzs2Ho4V2DBs5MfQyQC,2017-08-18 13:04:23,56500,P2PKH,132.67832618,132.67832618,0.0,110
19KVcBFbii2QFzfHMpcnc96iio8qg35b1w,2017-08-18 13:10:23,56500,P2PKH,132.60546118,132.60546118,0.0,111
15dTMi7TQadC5Tbert7mmQ2REteVY4o8dq,2017-08-18 13:17:30,56500,P2PKH,131.60679813,131.60679813,0.0,112
14snAPyFWRZH1Y6H8v58FrGzkRbcWzGr24,2017-08-18 13:27:16,56500,P2PKH,131.55018279,131.55018279,0.0,113
1NYeKG7G4WuFPTAcnfhn3NqgF7R2tbsDeb,2017-08-18 13:38:06,56500,P2PKH,129.5527616,129.5527616,0.0,114
1EswV44Dbx8YYFwAVDgGcMfNawuWrkUDSq,2017-08-18 13:42:12,56500,P2PKH,127.0529446,127.0529446,0.0,115
1K3STtsSVy44Hz19ZkpdUxpmr5xTnNkAWj,2017-08-18 13:47:51,56000,P2PKH,126.0528796,126.0528796,0.0,116
1BPW9zEnKMaowYWSgaAwbDc16vv6WqS3LP,2017-08-18 13:51:01,56500,P2PKH,111.0523196,111.0523196,0.0,117
1Cv3UDNKDg1kne7zNCL98qGYcLAXgXvCzy,2017-08-18 14:04:36,56500,P2PKH,110.0313882,110.0313882,0.0,118
1mam4DZeArxjdXDeKorUSdBo6Ggpp98LF,2017-08-18 14:04:36,56500,P2PKH,109.98402512,109.98402512,0.0,119
1F92TNDYsKP4BZbmRgoWK6f2f92XSgVbNT,2017-08-18 14:17:36,56500,P2PKH,108.49376012,108.49376012,0.0,120
1AGsWnAoK856Md2RfEXKnj1836drd3vMTx,2017-08-18 14:20:02,56000,P2PKH,108.47332572,108.47332572,0.0,121
196oLwCQYZ4k2L8wvDf9pAnPeo5vWHq9jj,2017-08-18 14:33:31,56500,P2PKH,106.47276572,106.47276572,0.0,122
1HvtrNKTxQy9LYQyk347KAaoxoR19tyQX8,2017-08-18 14:40:01,56500,P2PKH,105.30308866,105.30308866,0.0,123
1YjYjQEZQiWJEpyaekV3C1YmYwArGmo6F,2017-08-18 14:44:52,56000,P2PKH,84.30252366,84.30252366,0.0,124
1MH46ACkhvejsqStkLK5mmzjdUA1Su77jE,2017-08-18 14:53:38,56000,P2PKH,84.06747366,84.06747366,0.0,125
1GyiWUmYVKmyKykbzGPVY8XrK5Fs7yjakM,2017-08-18 14:58:29,56500,P2PKH,84.03921399,84.03921399,0.0,126
19nzJHT7TGBVMruknfoifcwJ1DgVpCTXA1,2017-08-18 15:03:24,56500,P2PKH,83.93706427,83.93706427,0.0,127
1GSyJ1Rk2JRRx1RyaVUs9S42V2njzNSRUM,2017-08-18 15:08:12,56500,P2PKH,83.35570411,83.35570411,0.0,128
1AQEVrq3KSKLogG3MRsk1R7GCZDi7TQdLi,2017-08-18 15:14:26,56500,P2PKH,83.33529184,83.33529184,0.0,129
1NqoR9pCf3T3Dtke3kgZSYenKPjwPbdLgK,2017-08-18 15:22:29,56500,P2PKH,82.86881852,82.86881852,0.0,130
17ykcJe4yU6EyNGVHjRaAF66rtrHmL2mPF,2017-08-18 15:35:52,56500,P2PKH,82.72825352,82.72825352,0.0,131
12B7kVZQpXALNPj9raYGdfrt14hxGRY3Di,2017-08-18 16:05:36,56500,P2PKH,82.32768852,82.32768852,0.0,132
1HYfvv8Bjn6soHPvsrXAX4ydNuuijdvo8p,2017-08-18 16:05:36,56500,P2PKH,79.62712352,79.62712352,0.0,133
1GQxAYVUmAMdfGJ1s9DUSB4R1pFskNYvQh,2017-08-18 16:05:36,56500,P2PKH,79.27530337,79.27530337,0.0,134
1DW4mLnoY5bqknRmH8iFLfaz5YXLNygk1u,2017-08-18 16:05:36,56500,P2PKH,78.68931536,78.68931536,0.0,135
1xa35BRSbEHr8gXcc8V29VSJnTBKSXQ9x,2017-08-18 16:11:22,56500,P2PKH,78.28185544,78.28185544,0.0,136
15WFuJ8VVQoTNpqQWyhGz3H5H43xdhL3ud,2017-08-18 16:21:05,56000,P2PKH,75.93129044,75.93129044,0.0,137
1HRE2NnxmoKPC7NxuUGUJTMnYkx7nPnLi6,2017-08-18 16:41:34,56500,P2PKH,75.52387599,75.52387599,0.0,138
18ch5JF2BRHZyYRDxUWScRjTXoAhBzFJ8V,2017-08-18 16:41:34,56500,P2PKH,75.49383599,75.49383599,0.0,139
1DYu1FQgcZ4LeXfbqnftgweXbveMUhGdAV,2017-08-18 16:55:31,56500,P2PKH,74.39327099,74.39327099,0.0,140
1QArZbPiw87hdJZpZ5GachEyS9nLgJPwT8,2017-08-18 16:55:31,56500,P2PKH,74.13110938,74.13110938,0.0,141
1M2bv7HP558PnQSrT4JVd25Dk9BcGnsRVb,2017-08-18 17:17:01,56500,P2PKH,73.11387243,73.11387243,0.0,142
12USjtyhAkxD1LxQHoXzCaXqnqx6foS2Hp,2017-08-18 17:17:01,56500,P2PKH,72.78778948,72.78778948,0.0,143
19bEPu9JU62dhGC8iNUKofSpa73CWHPpTY,2017-08-18 17:26:40,56000,P2PKH,72.4752849,72.4752849,0.0,144
1E37BWw7FvfVR9mnqu8ZupjYFCE2AkybBy,2017-08-18 17:30:00,56000,P2PKH,57.4747249,57.4747249,0.0,145
1HcM1fTwqz6Zm8sjdWfCDQQ6wU3WChWUpJ,2017-08-18 18:10:27,56500,P2PKH,56.4736649,56.4736649,0.0,146
19W4TiNKAgKCrtNhBNvwBL4QRQ7NraMVNX,2017-08-18 18:10:27,56500,P2PKH,56.24019728,56.24019728,0.0,147
1J9N6xfTB6toiQF4haDhdzyu6h1ZRMZJK2,2017-08-18 18:10:27,56500,P2PKH,52.38509393,52.38509393,0.0,148
1MaXj6xdaUEZTgiMy1a4cN9WzzCurZZ6Tu,2017-08-18 18:10:27,56500,P2PKH,52.2813642,52.2813642,0.0,149
12zQ2qismngtFWwDxp1wScC1S4MMiMou4D,2017-08-18 19:31:00,56500,P2PKH,51.62635968,51.62635968,0.0,150
1Jcz8ba2bB4YThnCZk1setCZHNJchzfV1U,2017-08-18 19:31:00,56500,P2PKH,51.12629468,51.12629468,0.0,151
12sLTFrfJtpfgSEQbshvsadW7ozW982LyF,2017-08-18 19:31:00,56500,P2PKH,51.11597085,51.11597085,0.0,152
1Jguysmh5cXXBS1E3mVE8rjd4izswqAd2j,2017-08-18 19:31:00,56500,P2PKH,51.01405885,51.01405885,0.0,153
1E3mHwLsDkUum2aocv2d2xLK1fGSFZAeKr,2017-08-18 19:37:27,56500,P2PKH,50.5194368,50.5194368,0.0,154
1FXrBidMqGS1VG6j8gZU8XVT38CNAssSDn,2017-08-18 20:08:56,56500,P2PKH,47.61992729,47.61992729,0.0,155
19C3wBDSxkymWFh1BQXxByfaABjNiyMLTD,2017-08-18 20:08:56,56000,P2PKH,45.13938859,45.13938859,0.0,156
15oHochEGrsWZoc9JRwMysqSeJzABDZdFM,2017-08-18 20:08:56,56500,P2PKH,45.12315279,45.12315279,0.0,157
14f4oQkXqcYHaPLfioAYgR1KJ6KDzRtYwv,2017-08-18 20:08:56,56500,P2PKH,44.54701175,44.54701175,0.0,158
1CsR83g4uTiyPe3UZfJ37MapAMZYzQsFEP,2017-08-18 20:15:04,56500,P2PKH,44.04644675,44.04644675,0.0,159
1CvHa7bDaaWwZzDxJexWy7wvrFnT4FTjV5,2017-08-18 20:29:26,56500,P2PKH,43.47030571,43.47030571,0.0,160
13WMCRGAtqYkbUZdKh5PPTcCgdKqX9kwD3,2017-08-18 21:43:30,56500,P2PKH,41.46974071,41.46974071,0.0,161
16As1uutLk3SbzsJshzA4MSVp6hYLvGqeD,2017-08-18 21:43:30,56500,P2PKH,39.46917571,39.46917571,0.0,162
1D8X1iKhq2x71faaopccE6uoZU4pMUEbYK,2017-08-18 21:43:30,56500,P2PKH,34.88151071,34.88151071,0.0,163
1385GhLzrpMeDeU8g3fZevcc5MpZjRscq5,2017-08-18 21:43:30,56500,P2PKH,33.82825948,33.82825948,0.0,164
1DLvYmTWY5P1sLbL9cry8uFwiqEG4KciLR,2017-08-18 21:43:30,56500,P2PKH,33.48147245,33.48147245,0.0,165
1GaiJ9nXGMUxhJ9HrY3WoMsNdd272Hz3nh,2017-08-18 21:43:30,56500,P2PKH,32.45225785,32.45225785,0.0,166
1PhffKHGi2yPJnbR7HGpWyn1HTVtnrQTkf,2017-08-18 21:43:30,56500,P2PKH,32.22002007,32.22002007,0.0,167
1B2Qw1cea9cmeuBDwVU5mVarRF6GNkcwAk,2017-08-18 21:43:30,56500,P2PKH,29.81945507,29.81945507,0.0,168
173QmgVzbpsaGX46WG5UEwVeLACTuAUsJM,2017-08-18 21:43:30,56500,P2PKH,19.83439007,19.83439007,0.0,169
1ACmJaBynaCcAqcwnebC2SZvWvT46vwUA6,2017-08-18 21:43:30,56000,P2PKH,13.95871057,13.95871057,0.0,170
1NXMhRVgPP55pYSegYwGZYgok5bVqjJoqE,2017-08-18 21:43:30,56500,P2PKH,13.85640057,13.85640057,0.0,171
1LyWLLAHt5aAMNNAPVnwWpHZZTefJ8QRWP,2017-08-18 21:43:30,56500,P2PKH,12.89755618,12.89755618,0.0,172
172oA6MAmTeD7GYBH5Fwokbxz4vgj6FpNJ,2017-08-18 21:54:32,56500,P2PKH,12.68816672,12.68816672,0.0,173
18B4vfDPyUbiwKvzGmbnWknc2nMPXhffev,2017-08-18 22:06:44,56500,P2PKH,12.28325884,12.28325884,0.0,174
1NSRxsL4jHqtDqf4cejCVhqBknPaiymzYn,2017-08-18 22:21:47,56500,P2PKH,12.27610449,12.27610449,0.0,175
1NGHfwQVUojtYJukHQ34RSKrhRB3f2wg65,2017-08-18 23:21:53,56500,P2PKH,10.27553949,10.27553949,0.0,176
1B26aQzhUPdxqwxePj5bKWEDhJFZiE452g,2017-08-18 23:21:53,56000,P2PKH,8.23758246,8.23758246,0.0,177
15m55X3xW2L38uuhmNNTm8z3AnP6Roooew,2017-08-18 23:21:53,56500,P2PKH,8.03406041,8.03406041,0.0,178
1P2f2CPvwohFsRKzwoRe3WfbC2GZhuvXhX,2017-08-18 23:21:53,56500,P2PKH,7.96189541,7.96189541,0.0,179
19bUUKSk7kHPamLCANnW1mMKpMPkjDNhJz,2017-08-18 23:25:01,56500,P2PKH,7.53880412,7.53880412,0.0,180
1G6Y5YDfjtjxhEh9ZSYphLYFy65kqTivTC,2017-08-18 23:25:45,56500,P2PKH,7.30384617,7.30384617,0.0,181
127bYDTVeNHhUHs8mgFG14NZZy9WhUMbzN,2017-08-19 00:00:53,56500,P2PKH,7.07222902,7.07222902,0.0,182
16BFMzWU9dL2K1mSxEvxQW6Sic6rNBmohw,2017-08-19 00:00:53,56500,P2PKH,6.83727107,6.83727107,0.0,183
17YchqRpVoWQk2kykymWrEVYrstwMjT8qa,2017-08-19 02:22:23,56500,P2PKH,6.60098767,6.60098767,0.0,184
12eWErLD6XUx6cvidgUVVrfmsK9Hg1C7SB,2017-08-19 02:22:23,56500,P2PKH,6.26794351,6.26794351,0.0,185
1EQHjDjLSzGzZ99oU7WxDpX1LvRhuf5sz3,2017-08-19 02:31:47,56500,P2PKH,6.14945621,6.14945621,0.0,186
171jjYdBmLYWf67ANdr1gHkqiTxR3Jxhen,2017-08-19 02:31:47,56500,P2PKH,3.79278453,3.79278453,0.0,187
1EQ4zZbWVUHE8HeMthLYfmFtaorvoPz3Yn,2017-08-19 02:31:47,56500,P2PKH,3.38127348,3.38127348,0.0,188
1Q7M9FC5LUuRND69sdaXtSxb6ctkFeddBL,2017-08-19 02:31:47,56500,P2PKH,3.36270848,3.36270848,0.0,189
stop at,190
1HxXzcqDvifwS216KgBReCC41isZZoD7bE,2017-09-01 09:45:04,67800,P2PKH,84.48345001,84.48345001,0.0,191
1KeGYAMrmjs7EVP9equx8XdFxNFUcYQBSa,2017-09-01 09:45:04,67800,P2PKH,84.47277201,84.47277201,0.0,192
1Lu6U3zkVTLBNayr2V2abLJ67917ZQxjX9,2017-09-01 09:57:03,67800,P2PKH,84.07049401,84.07049401,0.0,193
1Mbaoq5Co51uD6TBkLekQTQFQDXcjruwJE,2017-09-01 10:12:44,67800,P2PKH,82.98704411,82.98704411,0.0,194
187SjVn9i8z1siEyFXkUc87eqU54LjXHbE,2017-09-01 10:55:04,67200,P2PKH,82.97728051,82.97728051,0.0,195
1FL6bJe1WxfjtHk6Tge1jgA3wA6w4nsgxN,2017-09-01 11:22:25,67800,P2PKH,82.96812201,82.96812201,0.0,196
1MUL1zq94Bbknd4wxjyuLN5GCdtcqo5Ho2,2017-09-01 11:56:02,67800,P2PKH,82.77653156,82.77653156,0.0,197
1HXyXsdJFQ3dcvpoRKoEkMJ7gS8Rw8u6wr,2017-09-01 12:05:12,67800,P2PKH,82.12638281,82.12638281,0.0,198
1G67hTVJku8R6qJjj7TNB8XmnRD2TGC5H,2017-09-01 12:18:31,67800,P2PKH,81.9156574,81.9156574,0.0,199
1YKGvQXDNAkESQM3HSTEoN8BB9LG4caAq,2017-09-01 12:44:20,67800,P2PKH,78.0778794,78.0778794,0.0,200
1JkB1vPwNvXW7VQcFeZpXSDsuE13MFWYoU,2017-09-01 13:21:20,67800,P2PKH,77.21609575,77.21609575,0.0,201
1N8QL91r3J1B5nfeNTEfAxKUZLpeGU7xya,2017-09-01 15:05:55,67800,P2PKH,77.19541775,77.19541775,0.0,202
1D5NZSLUYrZ6yFYkrJQzpHCgLvq2pkGF6Y,2017-09-01 15:05:55,67800,P2PKH,77.1046758,77.1046758,0.0,203
16V2z2Uj5SGF1txurDmE18V82XgeHnxfXe,2017-09-01 15:05:55,67200,P2PKH,76.52813866,76.52813866,0.0,204
1JdzaNYUUTyXnjmSwcoyCjTQiLCb3CzPnh,2017-09-01 15:05:55,67800,P2PKH,76.51233264,76.51233264,0.0,205
18EWnsvT8YacogrNqFkaB9nv3TjoWy3qD8,2017-09-01 15:25:58,67800,P2PKH,70.74154255,70.74154255,0.0,206
177q1Nu7FroJ7d9ovc3tuiS2UeGsNQCnRh,2017-09-01 15:59:50,67800,P2PKH,70.26228425,70.26228425,0.0,207
1BaCn1D8fxtcoyLeRyjCPiZZN7q4PwF7om,2017-09-01 15:59:50,67800,P2PKH,69.73124532,69.73124532,0.0,208
15Djuf6aJim9SXUaMvyKEzTzU16eTL7BZ2,2017-09-01 16:07:22,67800,P2PKH,69.68297769,69.68297769,0.0,209
1DsjT3RBGkbdm2huYxNMtxEVR26g45BK9v,2017-09-01 16:19:46,67800,P2PKH,69.25798919,69.25798919,0.0,210
14mSoPpQEWEhUuwKvwTjRztyGebrsXoRAd,2017-09-01 16:43:12,67800,P2PKH,68.72914143,68.72914143,0.0,211
14M85FTFC7Q4UgzTHqT26xJhh8XjZ21ELK,2017-09-01 17:05:18,67200,P2PKH,38.72846343,38.72846343,0.0,212
1KhR477Hmoa6EGUfwPYMyZCxXtVFZkPHmK,2017-09-01 17:20:57,67800,P2PKH,38.37839839,38.37839839,0.0,213
1PoGTbH1KrsEXvb1TpU4dL5ru5RhzXi3N9,2017-09-01 17:31:58,67800,P2PKH,36.54276697,36.54276697,0.0,214
1FQy24xB2Zx1b7Ttn5LZWjTFovNvTsrQrN,2017-09-01 17:49:36,67800,P2PKH,34.46816413,34.46816413,0.0,215
15BsgEH7ENkVYWb4CEBFfVAa2LJScx5bf2,2017-09-01 18:21:28,67800,P2PKH,30.11182791,30.11182791,0.0,216
stop at,217
1BNW8NoaUo1CbqLAUvZU4nozREjaoV23vS,2017-08-31 16:04:48,67800,P2PKH,84.65349985,84.65349985,0.0,218
1CRLhYSnXYuCDakx78CfKnere8NAksbZqR,2017-08-31 16:47:52,67800,P2PKH,84.64518055,84.64518055,0.0,219
15JyaHjF9MKEDikQqoxvfXr2AfEBGiNN86,2017-08-31 16:58:26,67800,P2PKH,75.82780015,75.82780015,0.0,220
1HvoMprriREqrE9efBAKYZrehsBFb7RaqP,2017-08-31 17:15:44,67800,P2PKH,74.32952215,74.32952215,0.0,221
1HbDwtyXcV6mZTU6P9Wd34aZGLPEy8TYeC,2017-08-31 17:33:53,67800,P2PKH,73.27784415,73.27784415,0.0,222
